CID,#PrimaryAssays,AssayPromiscuity_Primary,APP %,TargetPromiscuity_Primary,TPP %,#ConfirmatoryAssays,AssayPromiscuity_Confirmatory,APC %,TargetPromiscuity_Confirmatory,TPC %,PhenolCount,[ PercentRanks (PR's) follow ]  ------>,PR APP,PR TPP,PR APC,PR TPC
9328552,321,0,0.00%,0,0.00%,76,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
9438551,277,4,1.40%,2,0.70%,76,0,0.00%,0,0.00%,0,,72.0%,66.9%,0.0%,0.0%
9462420,338,0,0.00%,0,0.00%,89,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
9549098,461,5,1.10%,3,0.70%,117,1,0.90%,1,0.90%,0,,66.2%,66.9%,51.8%,52.1%
9549141,478,69,14.40%,42,8.80%,126,33,26.20%,25,19.80%,0,,98.6%,98.6%,98.8%,98.5%
9549167,271,22,8.10%,14,5.20%,51,6,11.80%,4,7.80%,0,,96.4%,96.3%,93.6%,91.2%
9549169,323,9,2.80%,5,1.50%,57,4,7.00%,2,3.50%,0,,85.3%,82.6%,87.8%,79.9%
9549664,282,3,1.10%,2,0.70%,63,0,0.00%,0,0.00%,0,,66.2%,66.9%,0.0%,0.0%
9549695,461,2,0.40%,2,0.40%,116,0,0.00%,0,0.00%,0,,40.7%,48.4%,0.0%,0.0%
9549725,483,0,0.00%,0,0.00%,117,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
9549759,466,8,1.70%,2,0.40%,107,3,2.80%,3,2.80%,0,,76.6%,48.4%,73.7%,76.1%
9549760,447,1,0.20%,1,0.20%,112,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
9549809,436,1,0.20%,1,0.20%,114,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
9549810,448,0,0.00%,0,0.00%,113,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
9549811,437,0,0.00%,0,0.00%,112,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
9549812,437,0,0.00%,0,0.00%,113,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
9549858,446,0,0.00%,0,0.00%,108,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
9549859,441,2,0.50%,1,0.20%,129,0,0.00%,0,0.00%,0,,47.3%,32.4%,0.0%,0.0%
9549882,437,0,0.00%,0,0.00%,112,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
9549924,136,1,0.70%,0,0.00%,74,3,4.10%,3,4.10%,0,,56.1%,0.0%,80.4%,82.8%
9549936,319,0,0.00%,0,0.00%,57,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
9549938,316,0,0.00%,0,0.00%,53,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
9549939,319,0,0.00%,0,0.00%,55,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
9549940,321,0,0.00%,0,0.00%,57,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
9549941,319,1,0.30%,1,0.30%,54,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
9549945,318,1,0.30%,0,0.00%,56,0,0.00%,0,0.00%,0,,34.4%,0.0%,0.0%,0.0%
9549951,317,0,0.00%,0,0.00%,56,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
9549953,321,2,0.60%,2,0.60%,57,0,0.00%,0,0.00%,0,,52.6%,62.4%,0.0%,0.0%
9549954,318,3,0.90%,2,0.60%,57,0,0.00%,0,0.00%,0,,61.3%,62.4%,0.0%,0.0%
9549959,316,0,0.00%,0,0.00%,56,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
9549960,318,0,0.00%,0,0.00%,57,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
9549973,321,0,0.00%,0,0.00%,54,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
9821539,453,5,1.10%,2,0.40%,107,1,0.90%,1,0.90%,0,,66.2%,48.4%,51.8%,52.1%
9828429,334,58,17.40%,26,7.80%,73,5,6.80%,4,5.50%,0,,99.3%,98.3%,87.4%,86.8%
9870200,264,0,0.00%,0,0.00%,65,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
9904502,262,1,0.40%,1,0.40%,70,0,0.00%,0,0.00%,0,,40.7%,48.4%,0.0%,0.0%
9905087,274,1,0.40%,1,0.40%,74,0,0.00%,0,0.00%,0,,40.7%,48.4%,0.0%,0.0%
9905648,315,1,0.30%,1,0.30%,73,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
9909368,342,0,0.00%,0,0.00%,87,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
9930064,242,0,0.00%,0,0.00%,68,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
9933683,451,10,2.20%,7,1.60%,112,4,3.60%,3,2.70%,0,,81.2%,84.0%,77.6%,75.6%
9938327,325,0,0.00%,0,0.00%,83,2,2.40%,1,1.20%,0,,0.0%,0.0%,71.5%,60.1%
9944781,351,0,0.00%,0,0.00%,103,3,2.90%,2,1.90%,0,,0.0%,0.0%,74.5%,68.0%
9978650,281,0,0.00%,0,0.00%,75,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
9992755,374,2,0.50%,2,0.50%,105,0,0.00%,0,0.00%,0,,47.3%,56.4%,0.0%,0.0%
9992853,282,3,1.10%,1,0.40%,75,0,0.00%,0,0.00%,0,,66.2%,48.4%,0.0%,0.0%
10022392,282,3,1.10%,1,0.40%,76,0,0.00%,0,0.00%,0,,66.2%,48.4%,0.0%,0.0%
10030966,247,8,3.20%,4,1.60%,64,2,3.10%,1,1.60%,0,,87.1%,84.0%,75.7%,64.6%
10043694,251,6,2.40%,2,0.80%,62,1,1.60%,1,1.60%,0,,82.7%,70.1%,63.2%,64.6%
10086296,206,2,1.00%,1,0.50%,64,1,1.60%,1,1.60%,0,,64.2%,56.4%,63.2%,64.6%
10095770,265,1,0.40%,1,0.40%,66,1,1.50%,1,1.50%,0,,40.7%,48.4%,62.5%,63.9%
10246893,231,0,0.00%,0,0.00%,86,1,1.20%,1,1.20%,0,,0.0%,0.0%,59.1%,60.1%
10251869,444,11,2.50%,6,1.40%,98,2,2.00%,1,1.00%,0,,83.2%,81.7%,68.5%,56.1%
10308799,310,0,0.00%,0,0.00%,56,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
10337543,234,3,1.30%,3,1.30%,81,0,0.00%,0,0.00%,0,,70.6%,80.4%,0.0%,0.0%
10379482,266,3,1.10%,1,0.40%,67,0,0.00%,0,0.00%,0,,66.2%,48.4%,0.0%,0.0%
10845643,149,3,2.00%,2,1.30%,52,0,0.00%,0,0.00%,0,,79.5%,80.4%,0.0%,0.0%
10935870,365,2,0.50%,2,0.50%,97,3,3.10%,2,2.10%,0,,47.3%,56.4%,75.7%,72.2%
10958572,445,11,2.50%,7,1.60%,98,6,6.10%,3,3.10%,0,,83.2%,84.0%,86.0%,78.2%
10978144,444,1,0.20%,1,0.20%,114,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
10999860,340,0,0.00%,0,0.00%,90,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
11065049,251,0,0.00%,0,0.00%,65,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
11065778,342,0,0.00%,0,0.00%,94,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
11081347,444,0,0.00%,0,0.00%,106,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
11100437,311,1,0.30%,1,0.30%,54,1,1.90%,1,1.90%,0,,34.4%,40.9%,66.4%,68.0%
11106781,321,2,0.60%,2,0.60%,54,0,0.00%,0,0.00%,0,,52.6%,62.4%,0.0%,0.0%
11149314,227,0,0.00%,0,0.00%,68,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
11152176,282,0,0.00%,0,0.00%,77,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
11165495,321,1,0.30%,1,0.30%,68,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
11180247,232,1,0.40%,1,0.40%,60,1,1.70%,1,1.70%,0,,40.7%,48.4%,64.1%,65.7%
11182899,320,1,0.30%,1,0.30%,56,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
11197988,173,1,0.60%,1,0.60%,86,0,0.00%,0,0.00%,0,,52.6%,62.4%,0.0%,0.0%
11204982,348,2,0.60%,2,0.60%,86,0,0.00%,0,0.00%,0,,52.6%,62.4%,0.0%,0.0%
11229230,327,8,2.40%,5,1.50%,62,2,3.20%,2,3.20%,0,,82.7%,82.6%,76.1%,78.6%
11254291,279,1,0.40%,1,0.40%,74,1,1.40%,1,1.40%,0,,40.7%,48.4%,61.6%,62.9%
11289590,227,1,0.40%,1,0.40%,61,0,0.00%,0,0.00%,0,,40.7%,48.4%,0.0%,0.0%
11312561,257,2,0.80%,1,0.40%,61,3,4.90%,3,4.90%,0,,59.3%,48.4%,83.2%,85.3%
11346807,230,0,0.00%,0,0.00%,88,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
11367705,264,0,0.00%,0,0.00%,66,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
11404410,238,4,1.70%,3,1.30%,84,5,6.00%,5,6.00%,0,,76.6%,80.4%,85.7%,88.0%
11410169,332,2,0.60%,2,0.60%,81,2,2.50%,1,1.20%,0,,52.6%,62.4%,72.3%,60.1%
11435427,264,0,0.00%,0,0.00%,69,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
11436940,283,5,1.80%,2,0.70%,74,0,0.00%,0,0.00%,0,,77.7%,66.9%,0.0%,0.0%
11447214,433,2,0.50%,1,0.20%,107,0,0.00%,0,0.00%,0,,47.3%,32.4%,0.0%,0.0%
11451257,232,4,1.70%,3,1.30%,77,1,1.30%,1,1.30%,0,,76.6%,80.4%,60.6%,61.8%
11458340,303,0,0.00%,0,0.00%,57,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
11472669,351,4,1.10%,4,1.10%,105,1,1.00%,1,1.00%,0,,66.2%,76.9%,55.5%,56.1%
11484377,179,4,2.20%,3,1.70%,80,4,5.00%,3,3.80%,0,,81.2%,85.1%,83.5%,81.2%
11499650,343,7,2.00%,3,0.90%,84,1,1.20%,1,1.20%,0,,79.5%,72.2%,59.1%,60.1%
11552388,233,0,0.00%,0,0.00%,84,1,1.20%,1,1.20%,0,,0.0%,0.0%,59.1%,60.1%
11573894,230,0,0.00%,0,0.00%,84,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
11603245,336,1,0.30%,1,0.30%,88,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
11624305,226,0,0.00%,0,0.00%,60,3,5.00%,2,3.30%,0,,0.0%,0.0%,83.5%,79.0%
11688239,118,2,1.70%,2,1.70%,48,3,6.30%,2,4.20%,0,,76.6%,85.1%,86.4%,83.2%
11693974,278,0,0.00%,0,0.00%,75,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
11746314,308,1,0.30%,1,0.30%,56,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
11770150,308,1,0.30%,1,0.30%,54,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
11781052,233,1,0.40%,1,0.40%,88,1,1.10%,1,1.10%,0,,40.7%,48.4%,57.9%,58.9%
11834664,310,1,0.30%,1,0.30%,56,2,3.60%,1,1.80%,0,,34.4%,40.9%,77.6%,66.4%
11834728,438,2,0.50%,2,0.50%,114,0,0.00%,0,0.00%,0,,47.3%,56.4%,0.0%,0.0%
11834736,275,2,0.70%,1,0.40%,49,0,0.00%,0,0.00%,0,,56.1%,48.4%,0.0%,0.0%
11835249,433,1,0.20%,1,0.20%,111,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
11836756,312,0,0.00%,0,0.00%,56,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
11836791,311,3,1.00%,3,1.00%,54,1,1.90%,1,1.90%,0,,64.2%,74.9%,66.4%,68.0%
11837531,436,1,0.20%,1,0.20%,109,1,0.90%,1,0.90%,0,,27.4%,32.4%,51.8%,52.1%
11837536,445,4,0.90%,2,0.40%,111,1,0.90%,1,0.90%,0,,61.3%,48.4%,51.8%,52.1%
11837609,311,0,0.00%,0,0.00%,51,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
11837823,452,1,0.20%,1,0.20%,108,1,0.90%,1,0.90%,0,,27.4%,32.4%,51.8%,52.1%
11837824,453,5,1.10%,4,0.90%,104,0,0.00%,0,0.00%,0,,66.2%,72.2%,0.0%,0.0%
11837846,302,1,0.30%,0,0.00%,51,0,0.00%,0,0.00%,0,,34.4%,0.0%,0.0%,0.0%
11841586,424,3,0.70%,2,0.50%,112,1,0.90%,1,0.90%,0,,56.1%,56.4%,51.8%,52.1%
11869535,343,4,1.20%,2,0.60%,88,0,0.00%,0,0.00%,0,,68.9%,62.4%,0.0%,0.0%
11870468,344,4,1.20%,2,0.60%,84,0,0.00%,0,0.00%,0,,68.9%,62.4%,0.0%,0.0%
11873454,339,0,0.00%,0,0.00%,86,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
11876390,338,3,0.90%,1,0.30%,84,1,1.20%,1,1.20%,0,,61.3%,40.9%,59.1%,60.1%
11948808,465,3,0.60%,2,0.40%,111,1,0.90%,1,0.90%,0,,52.6%,48.4%,51.8%,52.1%
11957513,317,31,9.80%,18,5.70%,76,7,9.20%,6,7.90%,0,,97.0%,96.8%,91.1%,91.3%
11958880,458,4,0.90%,1,0.20%,105,4,3.80%,2,1.90%,0,,61.3%,32.4%,78.5%,68.0%
11967786,278,0,0.00%,0,0.00%,53,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
11975484,308,0,0.00%,0,0.00%,52,1,1.90%,1,1.90%,0,,0.0%,0.0%,66.4%,68.0%
11975485,313,0,0.00%,0,0.00%,52,2,3.80%,1,1.90%,0,,0.0%,0.0%,78.5%,68.0%
12004510,450,2,0.40%,2,0.40%,112,0,0.00%,0,0.00%,0,,40.7%,48.4%,0.0%,0.0%
12004512,465,24,5.20%,14,3.00%,105,8,7.60%,6,5.70%,0,,93.5%,93.0%,88.7%,87.2%
12004524,453,16,3.50%,9,2.00%,109,8,7.30%,7,6.40%,0,,88.6%,87.6%,88.3%,88.9%
12004529,276,27,9.80%,16,5.80%,59,5,8.50%,3,5.10%,0,,97.0%,96.9%,90.2%,86.0%
12004530,451,21,4.70%,14,3.10%,108,15,13.90%,13,12.00%,0,,92.4%,93.3%,94.9%,95.4%
12004531,457,19,4.20%,10,2.20%,106,7,6.60%,5,4.70%,0,,91.2%,89.5%,87.0%,84.7%
12004579,452,1,0.20%,1,0.20%,110,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
12004580,467,49,10.50%,25,5.40%,107,16,15.00%,14,13.10%,0,,97.3%,96.5%,95.5%,96.2%
12004581,448,0,0.00%,0,0.00%,111,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
12004584,242,0,0.00%,0,0.00%,109,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
12004631,463,25,5.40%,13,2.80%,111,12,10.80%,7,6.30%,0,,93.8%,92.3%,92.7%,88.6%
12004979,383,23,6.00%,18,4.70%,97,12,12.40%,12,12.40%,0,,94.6%,95.8%,94.0%,95.8%
12004980,200,13,6.50%,10,5.00%,50,5,10.00%,5,10.00%,0,,95.2%,96.1%,92.0%,94.0%
12005062,432,6,1.40%,5,1.20%,103,2,1.90%,2,1.90%,0,,72.0%,78.8%,66.4%,68.0%
12005082,430,2,0.50%,1,0.20%,107,0,0.00%,0,0.00%,0,,47.3%,32.4%,0.0%,0.0%
12005104,446,9,2.00%,6,1.30%,101,1,1.00%,1,1.00%,0,,79.5%,80.4%,55.5%,56.1%
12005105,448,1,0.20%,1,0.20%,108,1,0.90%,1,0.90%,0,,27.4%,32.4%,51.8%,52.1%
12005142,439,3,0.70%,2,0.50%,108,5,4.60%,4,3.70%,0,,56.1%,56.4%,82.4%,80.7%
12006220,368,24,6.50%,9,2.40%,98,11,11.20%,7,7.10%,0,,95.2%,90.8%,93.0%,90.0%
12077590,261,6,2.30%,4,1.50%,63,1,1.60%,1,1.60%,0,,81.7%,82.6%,63.2%,64.6%
12198612,236,9,3.80%,5,2.10%,59,1,1.70%,1,1.70%,0,,90.1%,88.4%,64.1%,65.7%
12215922,269,1,0.40%,1,0.40%,69,1,1.40%,1,1.40%,0,,40.7%,48.4%,61.6%,62.9%
12303809,356,1,0.30%,1,0.30%,98,5,5.10%,5,5.10%,0,,34.4%,40.9%,83.9%,86.0%
12304971,343,1,0.30%,1,0.30%,89,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
12305193,268,34,12.70%,27,10.10%,50,15,30.00%,13,26.00%,0,,98.2%,99.1%,99.4%,99.5%
12310495,310,5,1.60%,4,1.30%,75,1,1.30%,1,1.30%,0,,75.5%,80.4%,60.6%,61.8%
12311346,281,0,0.00%,0,0.00%,75,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
12313623,266,4,1.50%,2,0.80%,66,0,0.00%,0,0.00%,0,,73.6%,70.1%,0.0%,0.0%
12314926,437,0,0.00%,0,0.00%,113,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
12326649,177,7,4.00%,4,2.30%,61,1,1.60%,1,1.60%,0,,90.6%,90.1%,63.2%,64.6%
12339119,310,0,0.00%,0,0.00%,55,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
12414277,368,1,0.30%,1,0.30%,100,4,4.00%,3,3.00%,0,,34.4%,40.9%,80.0%,77.7%
12441192,383,1,0.30%,1,0.30%,102,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
12442847,245,5,2.00%,3,1.20%,65,0,0.00%,0,0.00%,0,,79.5%,78.8%,0.0%,0.0%
12462873,309,0,0.00%,0,0.00%,53,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
12536095,265,0,0.00%,0,0.00%,67,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
12841846,230,0,0.00%,0,0.00%,85,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
12841849,225,1,0.40%,0,0.00%,81,1,1.20%,1,1.20%,0,,40.7%,0.0%,59.1%,60.1%
12965319,230,1,0.40%,1,0.40%,86,0,0.00%,0,0.00%,0,,40.7%,48.4%,0.0%,0.0%
12965320,230,0,0.00%,0,0.00%,82,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
13075232,308,1,0.30%,1,0.30%,52,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
13182760,350,10,2.90%,8,2.30%,80,2,2.50%,2,2.50%,0,,85.7%,90.1%,72.3%,74.7%
13354023,310,1,0.30%,1,0.30%,58,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
13354024,315,2,0.60%,1,0.30%,57,0,0.00%,0,0.00%,0,,52.6%,40.9%,0.0%,0.0%
14034912,265,2,0.80%,1,0.40%,68,0,0.00%,0,0.00%,0,,59.3%,48.4%,0.0%,0.0%
14059029,371,0,0.00%,0,0.00%,102,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
14089212,262,2,0.80%,1,0.40%,67,0,0.00%,0,0.00%,0,,59.3%,48.4%,0.0%,0.0%
14112622,281,1,0.40%,0,0.00%,78,1,1.30%,1,1.30%,0,,40.7%,0.0%,60.6%,61.8%
14137704,366,2,0.50%,2,0.50%,88,2,2.30%,2,2.30%,0,,47.3%,56.4%,71.0%,73.4%
14153938,278,0,0.00%,0,0.00%,75,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
14155779,373,0,0.00%,0,0.00%,99,3,3.00%,2,2.00%,0,,0.0%,0.0%,75.2%,70.5%
14236613,281,0,0.00%,0,0.00%,72,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
14261175,319,15,4.70%,7,2.20%,56,0,0.00%,0,0.00%,0,,92.4%,89.5%,0.0%,0.0%
14376449,377,9,2.40%,8,2.10%,98,7,7.10%,5,5.10%,0,,82.7%,88.4%,88.0%,86.0%
14409359,267,0,0.00%,0,0.00%,77,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
14489281,437,1,0.20%,1,0.20%,107,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
14521099,242,0,0.00%,0,0.00%,66,1,1.50%,1,1.50%,0,,0.0%,0.0%,62.5%,63.9%
14547211,276,1,0.40%,1,0.40%,69,0,0.00%,0,0.00%,0,,40.7%,48.4%,0.0%,0.0%
14585037,156,7,4.50%,2,1.30%,50,1,2.00%,1,2.00%,0,,91.9%,80.4%,68.5%,70.5%
14589530,274,0,0.00%,0,0.00%,74,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
14730864,435,1,0.20%,1,0.20%,105,1,1.00%,1,1.00%,0,,27.4%,32.4%,55.5%,56.1%
14828730,256,0,0.00%,0,0.00%,63,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
14972990,324,1,0.30%,0,0.00%,68,3,4.40%,2,2.90%,0,,34.4%,0.0%,81.8%,76.8%
15126682,311,1,0.30%,0,0.00%,56,0,0.00%,0,0.00%,0,,34.4%,0.0%,0.0%,0.0%
15419879,266,9,3.40%,7,2.60%,60,1,1.70%,1,1.70%,0,,88.1%,91.8%,64.1%,65.7%
15492194,232,7,3.00%,4,1.70%,63,2,3.20%,2,3.20%,0,,86.3%,85.1%,76.1%,78.6%
15539261,290,0,0.00%,0,0.00%,78,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
15571694,358,61,17.00%,27,7.50%,111,16,14.40%,9,8.10%,0,,99.2%,98.1%,95.3%,91.6%
15618717,282,0,0.00%,0,0.00%,75,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
15818204,282,0,0.00%,0,0.00%,74,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
15922990,194,2,1.00%,2,1.00%,45,2,4.40%,1,2.20%,0,,64.2%,74.9%,81.8%,72.9%
15944729,463,2,0.40%,1,0.20%,110,0,0.00%,0,0.00%,0,,40.7%,32.4%,0.0%,0.0%
15944763,276,34,12.30%,20,7.20%,99,7,7.10%,6,6.10%,0,,98.1%,98.0%,88.0%,88.3%
15944764,450,2,0.40%,1,0.20%,110,0,0.00%,0,0.00%,0,,40.7%,32.4%,0.0%,0.0%
15944765,446,2,0.40%,2,0.40%,113,0,0.00%,0,0.00%,0,,40.7%,48.4%,0.0%,0.0%
15944767,437,22,5.00%,14,3.20%,112,14,12.50%,12,10.70%,0,,93.1%,93.6%,94.1%,94.6%
15944768,437,3,0.70%,1,0.20%,113,0,0.00%,0,0.00%,0,,56.1%,32.4%,0.0%,0.0%
15944769,447,0,0.00%,0,0.00%,113,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
15944838,437,2,0.50%,2,0.50%,116,0,0.00%,0,0.00%,0,,47.3%,56.4%,0.0%,0.0%
15944904,440,0,0.00%,0,0.00%,112,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
15944963,424,1,0.20%,1,0.20%,115,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
15945052,447,0,0.00%,0,0.00%,108,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
15945055,448,0,0.00%,0,0.00%,110,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
15945056,444,5,1.10%,3,0.70%,113,1,0.90%,1,0.90%,0,,66.2%,66.9%,51.8%,52.1%
15945058,447,1,0.20%,1,0.20%,112,0,0.00%,0,0.00%,0,,27.4%,32.4%,0.0%,0.0%
15945059,441,2,0.50%,1,0.20%,105,2,1.90%,2,1.90%,0,,47.3%,32.4%,66.4%,68.0%
15945061,447,4,0.90%,2,0.40%,113,0,0.00%,0,0.00%,0,,61.3%,48.4%,0.0%,0.0%
15945065,392,5,1.30%,2,0.50%,96,1,1.00%,1,1.00%,0,,70.6%,56.4%,55.5%,56.1%
15945066,446,1,0.20%,1,0.20%,107,2,1.90%,2,1.90%,0,,27.4%,32.4%,66.4%,68.0%
15945069,447,3,0.70%,2,0.40%,110,0,0.00%,0,0.00%,0,,56.1%,48.4%,0.0%,0.0%
15945070,451,2,0.40%,1,0.20%,106,0,0.00%,0,0.00%,0,,40.7%,32.4%,0.0%,0.0%
15945071,392,2,0.50%,2,0.50%,109,1,0.90%,1,0.90%,0,,47.3%,56.4%,51.8%,52.1%
15945279,442,32,7.20%,14,3.20%,101,11,10.90%,8,7.90%,0,,95.8%,93.6%,92.8%,91.3%
15945605,437,3,0.70%,3,0.70%,104,2,1.90%,2,1.90%,0,,56.1%,66.9%,66.4%,68.0%
15945690,439,0,0.00%,0,0.00%,114,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
15945774,446,5,1.10%,4,0.90%,103,3,2.90%,3,2.90%,0,,66.2%,72.2%,74.5%,76.8%
15945821,438,2,0.50%,1,0.20%,114,1,0.90%,1,0.90%,0,,47.3%,32.4%,51.8%,52.1%
16066476,274,2,0.70%,1,0.40%,74,1,1.40%,1,1.40%,0,,56.1%,48.4%,61.6%,62.9%
16066484,320,0,0.00%,0,0.00%,57,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
16066486,419,0,0.00%,0,0.00%,107,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
16066491,321,0,0.00%,0,0.00%,57,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
16066494,320,1,0.30%,1,0.30%,54,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
16066503,319,1,0.30%,1,0.30%,56,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
16066506,318,1,0.30%,0,0.00%,55,0,0.00%,0,0.00%,0,,34.4%,0.0%,0.0%,0.0%
16066512,316,0,0.00%,0,0.00%,57,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
16066518,320,2,0.60%,2,0.60%,58,0,0.00%,0,0.00%,0,,52.6%,62.4%,0.0%,0.0%
16066519,320,0,0.00%,0,0.00%,55,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
16066524,316,0,0.00%,0,0.00%,53,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
16066531,318,0,0.00%,0,0.00%,56,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
16066533,304,0,0.00%,0,0.00%,57,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
16066536,320,1,0.30%,1,0.30%,54,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
16066538,324,1,0.30%,1,0.30%,57,0,0.00%,0,0.00%,0,,34.4%,40.9%,0.0%,0.0%
16066555,318,0,0.00%,0,0.00%,56,0,0.00%,0,0.00%,0,,0.0%,0.0%,0.0%,0.0%
